file_name,height,width,bbox,age,race,masked,skintone,emotion,gender
43952819.jpg,2000,1333,"[222.0890148105855, 227.9999999999972, 825.0588710006883, 858.7469494258571]",20-30s,Caucasian,unmasked,mid-dark,Happiness,Male
7579477.jpg,2000,1333,"[603.9999999999995, 281.09694859554776, 343.9999999999996, 440.90305140445173]",20-30s,Mongoloid,unmasked,light,Happiness,Female
3435462.jpg,2000,1330,"[954.7250277597357, 443.8185151571314, 178.38263654696763, 253.1109122451808]",Teenager,Mongoloid,unmasked,mid-light,Happiness,Female
73622212.jpg,1333,2000,"[245.22103899000686, 420.873561912233, 201.64907319734135, 315.25994304466656]",20-30s,Caucasian,unmasked,light,Surprise,Female
80480247.jpg,1333,2000,"[767.9688185494921, 394.05879477119396, 404.031181450505, 479.19911050781815]",Kid,Mongoloid,unmasked,light,Happiness,Female
73359036.jpg,1333,2000,"[899.7596101088757, 290.9999999999992, 222.24038989112273, 302.4733876289685]",Teenager,Caucasian,unmasked,light,Happiness,Female
44090982.jpg,1333,2000,"[1148.4529191064864, 275.83013455365074, 138.1995447480675, 173.71880956963938]",20-30s,Caucasian,unmasked,light,Happiness,Female
6406231.jpg,2000,1333,"[463.224214744999, 587.7047899999991, 346.3238557649996, 374.9057199999988]",20-30s,Mongoloid,unmasked,light,Happiness,Female
63405364.jpg,1333,2000,"[996.2509212590845, 420.4245926839281, 222.7490787409186, 325.5639689570421]",Teenager,Caucasian,unmasked,light,Neutral,Male
image_7848.jpg,1024,1024,"[228.95999999999978, 189.4285714285714, 554.9257142857141, 789.8057142857135]",40-50s,Caucasian,unmasked,mid-light,Happiness,Male
2793874.jpg,2000,1333,"[588.5936564489433, 390.612403933236, 322.6739334051831, 371.02722478970026]",20-30s,Mongoloid,unmasked,light,Neutral,Female
43066767.jpg,1579,2000,"[834.8943057664196, 538.7797384702795, 356.29901197079323, 439.95877691620257]",Kid,Mongoloid,unmasked,light,Happiness,Female
image_6194.jpg,1024,1024,"[212.751219512195, 182.29268292682877, 563.4926829268294, 770.1463414634148]",20-30s,Caucasian,unmasked,light,Neutral,Male
image_7304.jpg,1024,1024,"[328.2399999999997, 124.13714285714292, 594.0114285714284, 809.211428571428]",Kid,Caucasian,unmasked,light,Neutral,Female
88855674.jpg,1333,2000,"[1459.0501842518236, 379.5585310935419, 187.9498157481864, 251.72742941369677]",20-30s,Negroid,unmasked,dark,Neutral,Female
69712856.jpg,1125,2000,"[759.9761955580955, 84.87143137234789, 264.153059046528, 306.7345277774928]",20-30s,Mongoloid,masked,light,Neutral,Female
76297214.jpg,2000,1334,"[577.546587788066, 207.61984656677285, 145.83125572187458, 219.68427617980709]",40-50s,Caucasian,unmasked,mid-light,Neutral,Male
image_3796.jpg,1024,1024,"[234.02020202020148, 160.79797979797976, 595.0909090909079, 835.2626262626237]",20-30s,Caucasian,unmasked,mid-dark,Happiness,Male
image_3517.jpg,1024,1024,"[254.4634146341458, 134.61463414634133, 582.9756097560968, 839.8439024390235]",20-30s,Caucasian,unmasked,light,Happiness,Male
83897697.jpg,2000,1614,"[748.518569295095, 383.9999999999999, 355.48143070490414, 447.9880977790498]",20-30s,Caucasian,unmasked,light,Happiness,Female
24879525.jpg,1335,2000,"[879.0003947056779, 344.35537190082636, 185.99968423545454, 187.64462809917234]",20-30s,Mongoloid,unmasked,light,Neutral,Male
88524851.jpg,1333,2000,"[928.2541165260342, 320.050441045163, 274.4296122026862, 326.3144103189403]",20-30s,Caucasian,unmasked,mid-light,Neutral,Male
59245834.jpg,2000,1316,"[626.4763746960699, 750.0000000000034, 350.6721304133482, 479.89953048153853]",20-30s,Caucasian,unmasked,light,Happiness,Female
image_8985.jpg,1024,1024,"[315.69932238858087, 118.32731606381114, 608.2740391590269, 848.2523662911859]",20-30s,Mongoloid,unmasked,mid-light,Neutral,Female
9069730.jpg,1334,2000,"[531.6196735987094, 771.9999999999981, 278.38361279451345, 260.1892582822459]",40-50s,Mongoloid,unmasked,light,Neutral,Female
66830924.jpg,2000,1333,"[835.7307550187699, 686.5593766561555, 239.14593845135425, 326.36559660343534]",20-30s,Mongoloid,unmasked,mid-light,Neutral,Female
93886724.jpg,1072,2000,"[689.343282562667, 168.46011030163552, 145.24165016050807, 227.58743106147708]",20-30s,Mongoloid,unmasked,light,Happiness,Female
58786781.jpg,2000,1334,"[662.9740922043995, 140.03158288086047, 147.51318007233277, 200.96841711913993]",20-30s,Caucasian,unmasked,light,Happiness,Male
69891075.jpg,1333,2000,"[639.0012503125735, 221.99999999999662, 151.99649912478066, 221.99999999999764]",20-30s,Caucasian,unmasked,light,Happiness,Male
81088190.jpg,1333,2000,"[944.0000000000001, 310.65855156306935, 181.77816862452357, 230.34144843693068]",Teenager,Caucasian,unmasked,light,Neutral,Female
81320173.jpg,2000,1329,"[725.6142712984833, 833.7595940929532, 218.38572870150875, 363.4487084857577]",Senior,Caucasian,unmasked,mid-light,Neutral,Male
image_1961.jpg,1024,1024,"[225.7268292682925, 153.30731707317068, 588.7365853658524, 764.926829268292]",Kid,Caucasian,unmasked,light,Happiness,Female
image_6132.jpg,1024,1024,"[266.20975609756107, 146.9170731707315, 617.9317073170733, 834.2878048780466]",20-30s,Caucasian,unmasked,light,Happiness,Male
92675931.jpg,468,2000,"[380.5639598441832, 69.77543268339757, 66.06081086560621, 87.95904651291985]",20-30s,Caucasian,unmasked,mid-light,Neutral,Female
61051635.jpg,1333,2000,"[737.3892925582902, 253.0195499900904, 277.7460603774153, 403.01805869771255]",20-30s,Caucasian,unmasked,light,Neutral,Female
74640601.jpg,1333,2000,"[818.3614288597391, 268.99999999999926, 128.6385711402587, 194.52833229949448]",20-30s,Caucasian,unmasked,light,Happiness,Female
101175892.jpg,2000,1333,"[617.4844469507453, 367.14681068009435, 341.75466591477596, 433.6164882399547]",20-30s,Caucasian,unmasked,mid-light,Neutral,Female
47540406.jpg,1733,2000,"[1363.541181720389, 765.4539422498765, 58.45881827961005, 72.54605775012355]",20-30s,Caucasian,unmasked,light,Surprise,Male
36858959.jpg,1481,2000,"[1342.0915223992854, 438.39587164334154, 206.29491790061965, 261.60412835665653]",20-30s,Caucasian,unmasked,light,Happiness,Female
49535661.jpg,1333,2000,"[665.0022505626397, 237.99999999999991, 253.99774943735932, 326.99999999999994]",20-30s,Mongoloid,unmasked,mid-light,Happiness,Male
41241675.jpg,2000,1333,"[430.0931726309794, 249.9999999999996, 303.7204821070631, 421.9999999999999]",20-30s,Mongoloid,unmasked,light,Happiness,Female
62627989.jpg,1124,2000,"[643.2350651220997, 111.51164864902518, 199.26920198587175, 239.48835135097505]",Senior,Caucasian,unmasked,mid-light,Happiness,Male
78525124.jpg,1335,2000,"[852.534119629317, 403.0000000000002, 306.192080876158, 534.8030303030301]",20-30s,Mongoloid,masked,mid-light,Happiness,Female
66388999.jpg,1333,2000,"[915.0015003750927, 284.9999999999983, 157.99724931232592, 227.99999999999852]",20-30s,Caucasian,unmasked,light,Happiness,Female
49651689.jpg,1333,2000,"[841.0017504376088, 319.0, 286.9982495623908, 363.00000000000006]",20-30s,Negroid,unmasked,mid-dark,Sadness,Female
image_4349.jpg,1024,1024,"[263.97979797979787, 181.30303030303017, 609.9595959595972, 798.999999999999]",20-30s,Caucasian,unmasked,light,Happiness,Female
3923604.jpg,1324,2000,"[967.000442119225, 178.99999999999994, 275.99943156099755, 373.99999999999983]",20-30s,Mongoloid,unmasked,light,Happiness,Male
image_7058.jpg,1024,1024,"[223.9156023040315, 177.64170631939203, 581.9566741798146, 808.6894565489607]",20-30s,Caucasian,unmasked,mid-light,Happiness,Female
85913695.jpg,2000,1335,"[596.9124017220162, 541.0000000000028, 105.58735762744281, 167.05797210567928]",20-30s,Caucasian,unmasked,mid-light,Neutral,Female
39640883.jpg,1333,2000,"[963.5425587974123, 443.228913421141, 114.45744120258091, 148.30119697399272]",20-30s,Mongoloid,unmasked,mid-light,Neutral,Female
9615258.jpg,2000,1333,"[485.47180952877073, 758.8973106974929, 115.52819047122858, 157.308067907523]",20-30s,Mongoloid,unmasked,light,Neutral,Female
69519258.jpg,1333,2000,"[862.6212121212126, 99.68039772727266, 682.3333333333328, 835.8522727272723]",20-30s,Mongoloid,unmasked,light,Neutral,Female
61696346.jpg,2000,1333,"[810.9052382037335, 721.9999999999961, 178.41053567359836, 234.72435424287895]",Teenager,Mongoloid,unmasked,mid-light,Happiness,Female
63428007.jpg,1333,2000,"[1033.061359688064, 80.06647994892656, 115.3964671542136, 165.31237516658064]",Teenager,Caucasian,unmasked,mid-light,Happiness,Male
image_844.jpg,1024,1024,"[287.5875831485588, 145.31219512195153, 610.5782705099786, 808.3902439024394]",20-30s,Caucasian,unmasked,mid-light,Neutral,Male
72786805.jpg,2000,1333,"[347.24688648806614, 277.3919582191852, 584.9718471004121, 682.6426573820407]",20-30s,Caucasian,unmasked,light,Neutral,Female
65298494.jpg,1333,2000,"[1111.0027506876722, 261.99999999999955, 232.99724931232814, 306.99999999999983]",20-30s,Caucasian,unmasked,mid-light,Happiness,Female
image_9643.jpg,1024,1024,"[243.9658536585357, 174.54146341463402, 638.9268292682923, 816.3707317073179]",20-30s,Mongoloid,unmasked,mid-light,Happiness,Male
44478359.jpg,1333,2000,"[1295.2294777955556, 331.3625202823671, 242.3736051712519, 333.61632899183394]",20-30s,Mongoloid,unmasked,light,Happiness,Female
image_6502.jpg,1024,1024,"[255.2397163120564, 156.00000000000003, 602.4794326241137, 800.5333333333335]",20-30s,Caucasian,unmasked,light,Happiness,Female
image_3028.jpg,1024,1024,"[246.24878048780448, 223.57073170731684, 577.1756097560968, 690.1658536585353]",20-30s,Mongoloid,unmasked,mid-light,Happiness,Female
47324125.jpg,2000,1333,"[392.4151404702764, 315.1191050846848, 599.673149247146, 624.6118670670237]",20-30s,Caucasian,unmasked,light,Happiness,Female
63192704.jpg,2000,2000,"[1684.4089928578392, 111.66396145155838, 89.80025908332959, 142.24995921731056]",40-50s,Caucasian,unmasked,mid-light,Surprise,Female
67915912.jpg,2000,1334,"[340.91983557487674, 306.0000000000005, 507.46694070853374, 661.392080243291]",20-30s,Mongoloid,unmasked,light,Happiness,Female
46859733.jpg,1333,2000,"[902.2393245067195, 471.999999999999, 180.13604092098856, 252.51652273194483]",20-30s,Mongoloid,unmasked,light,Happiness,Female
84250721.jpg,1478,2000,"[690.9958520613901, 179.99999999999977, 307.00746628949884, 420.9999999999996]",20-30s,Caucasian,unmasked,light,Happiness,Female
76284696.jpg,1333,2000,"[743.9999999999973, 315.99999999999994, 180.9999999999994, 231.9999999999984]",20-30s,Caucasian,unmasked,mid-light,Neutral,Male
10645387.jpg,1333,2000,"[810.0597952391679, 189.58528347735464, 477.7394677535602, 701.2802798764403]",20-30s,Mongoloid,unmasked,light,Happiness,Female
89028800.jpg,1333,2000,"[383.81065351063023, 248.5362512186392, 224.47099504787192, 304.33687699326697]",20-30s,Caucasian,unmasked,light,Happiness,Female
61983880.jpg,1333,2000,"[1296.9772018513443, 139.48747877544017, 191.50379969144274, 226.00556498869284]",Teenager,Caucasian,unmasked,mid-light,Neutral,Male
8032244.jpg,1333,2000,"[895.822758328667, 206.76597807100592, 381.39447288248704, 495.9259129642323]",20-30s,Mongoloid,unmasked,light,Happiness,Female
39810493.jpg,1333,2000,"[953.9994998749678, 256.9999999999998, 164.1686576107518, 209.95095963390483]",20-30s,Caucasian,unmasked,light,Happiness,Female
38140073.jpg,1333,2000,"[832.042608436351, 133.6468323698705, 204.54708089351377, 288.6276396917743]",20-30s,Mongoloid,unmasked,light,Neutral,Female
89062497.jpg,2000,1330,"[666.7472888715544, 881.0000000000003, 219.25271112844632, 267.6426573820408]",Kid,Caucasian,unmasked,mid-dark,Neutral,Female
91891920.jpg,1333,2000,"[1067.862763969179, 136.6976063158524, 268.68618015411147, 357.30239368414743]",20-30s,Caucasian,unmasked,light,Happiness,Male
73301576.jpg,1334,2000,"[794.8096811897861, 248.42365617102627, 336.242196433618, 418.7415169673997]",40-50s,Caucasian,unmasked,mid-light,Happiness,Female
72388277.jpg,2000,1333,"[648.0000000000005, 53.00000000000003, 224.46400307537343, 329.8710521398924]",20-30s,Caucasian,unmasked,mid-light,Sadness,Female
59812186.jpg,1333,2000,"[555.5589215595087, 565.9999999999995, 336.9678609675402, 412.5246661118607]",20-30s,Caucasian,unmasked,light,Happiness,Female
1263133.jpg,1335,2000,"[306.3464566929135, 227.99999999999986, 727.4566929133855, 994.2570754716983]",40-50s,Mongoloid,unmasked,mid-light,Happiness,Female
48765704.jpg,1334,2000,"[965.898219466508, 141.2486999999998, 664.991167937513, 817.7512999999992]",20-30s,Mongoloid,unmasked,light,Neutral,Female
79186667.jpg,1333,2000,"[993.9166787321541, 156.31989367760357, 312.08332126784234, 416.68010632239645]",20-30s,Mongoloid,masked,light,Sadness,Female
85577030.jpg,2000,1333,"[478.99999999999744, 253.33196875958225, 359.9999999999999, 461.8163409902662]",40-50s,Caucasian,unmasked,mid-light,Neutral,Male
89321550.jpg,1333,2000,"[747.0000000000002, 322.0000000000001, 234.00203359996817, 331.99999999999966]",40-50s,Negroid,unmasked,mid-dark,Neutral,Male
image_1553.jpg,1024,1024,"[204.00938967135858, 163.99999999999963, 561.7511737089144, 806.2769953051564]",40-50s,Caucasian,unmasked,mid-light,Happiness,Male
86318734.jpg,1333,2000,"[567.3662619561997, 134.99999999999994, 201.8117937309738, 271.61313054851524]",20-30s,Mongoloid,unmasked,light,Happiness,Female
13104111.jpg,2000,1333,"[392.99714487632497, 618.9999999999998, 260.99000706713787, 327.99999999999955]",Senior,Mongoloid,unmasked,mid-light,Happiness,Male
69914657.jpg,1333,2000,"[1029.3039102501193, 250.01739019527201, 216.6454628569997, 322.33156766844843]",20-30s,Mongoloid,unmasked,light,Happiness,Female
73687468.jpg,1333,2000,"[596.9517421765263, 181.655430771965, 532.0078947884878, 699.771847961405]",20-30s,Mongoloid,unmasked,light,Sadness,Female
48335210.jpg,1333,2000,"[718.338791112019, 368.5504971450144, 388.27631765191717, 555.0688121431201]",20-30s,Caucasian,unmasked,mid-light,Happiness,Female
40856516.jpg,1271,2000,"[1138.9208402424347, 409.6305970715903, 200.13242476557664, 288.36940292842223]",40-50s,Caucasian,unmasked,light,Happiness,Male
64290285.jpg,1333,2000,"[1029.1132654530747, 681.467342282027, 129.5961221844586, 168.99999999999986]",20-30s,Caucasian,unmasked,mid-light,Happiness,Female
38512100.jpg,1333,2000,"[662.0759177354057, 187.9999999999995, 507.2800011909593, 669.5139057279293]",20-30s,Caucasian,unmasked,light,Neutral,Female
4584016.jpg,1333,2000,"[1362.6428654811682, 437.9527335736812, 68.75072086497414, 96.45671971158121]",20-30s,Mongoloid,unmasked,light,Happiness,Female
55188181.jpg,612,2000,"[247.99999999999997, 0.0, 381.00000000000017, 436.9999999999994]",20-30s,Caucasian,unmasked,light,Neutral,Female
87115872.jpg,1333,2000,"[625.645859430841, 372.01340293694244, 383.76560542685723, 505.97740234249335]",Kid,Caucasian,unmasked,light,Happiness,Female
83650740.jpg,1335,2000,"[917.8760764704085, 310.9230535562246, 296.1331030502942, 306.02007298533283]",20-30s,Caucasian,unmasked,light,Neutral,Female
image_6549.jpg,1024,1024,"[186.28282828282866, 142.44444444444434, 579.4040404040414, 832.2323232323218]",40-50s,Caucasian,unmasked,mid-light,Happiness,Male
9971824.jpg,1333,2000,"[1327.590700156901, 366.5585310935426, 284.40929984310173, 397.44146890645936]",40-50s,Mongoloid,unmasked,light,Neutral,Male
67346772.jpg,1335,2000,"[1203.0, 301.55919722074884, 312.04648457532886, 277.7808529529567]",20-30s,Mongoloid,unmasked,mid-light,Sadness,Female
60710836.jpg,1854,2000,"[638.0, 1328.500347019888, 114.45171367358316, 171.36281613481097]",20-30s,Caucasian,unmasked,light,Surprise,Female
60821723.jpg,1333,2000,"[1042.7553710849422, 155.713546201393, 309.6275916581361, 428.49069571847525]",20-30s,Mongoloid,unmasked,light,Happiness,Female
image_6917.jpg,1024,1024,"[226.48171518925264, 164.64289042888285, 583.0880359966412, 782.4085759462656]",40-50s,Mongoloid,unmasked,light,Happiness,Female
68809527.jpg,1333,2000,"[1260.2618154538525, 392.88999999999703, 147.79394848712153, 258.68999999999807]",20-30s,Caucasian,unmasked,light,Happiness,Female
66001235.jpg,2000,1333,"[638.3223119315609, 366.0000000000001, 228.67768806844174, 312.4019114374827]",Senior,Mongoloid,unmasked,light,Happiness,Male
72270700.jpg,633,2000,"[614.0378692978661, 44.837553608553826, 322.1458668118807, 375.58738567738936]",20-30s,Caucasian,unmasked,mid-light,Happiness,Male
86340763.jpg,2000,1332,"[553.4672116914595, 290.4355217580859, 228.96643446272287, 276.4595271885251]",20-30s,Caucasian,unmasked,light,Happiness,Female
image_5196.jpg,1024,1024,"[202.06286067113254, 185.51649950785009, 635.0193848769095, 809.1241526621301]",40-50s,Caucasian,unmasked,light,Happiness,Male
64920993.jpg,1335,2000,"[998.4174075334189, 277.99999999999807, 222.47332682652396, 318.99999999999966]",20-30s,Caucasian,unmasked,light,Happiness,Female
92403879.jpg,1333,2000,"[1300.151880678639, 311.829550577588, 163.54822130986037, 143.45503944391012]",20-30s,Mongoloid,unmasked,light,Neutral,Male
image_1150.jpg,1024,1024,"[308.71707317073185, 147.38048780487827, 496.2097560975614, 792.3317073170728]",20-30s,Mongoloid,unmasked,light,Neutral,Female
67928753.jpg,1333,2000,"[1024.1328643984061, 214.10526494584542, 86.3272762820719, 120.89473505415425]",20-30s,Caucasian,unmasked,light,Neutral,Female
40504664.jpg,1333,2000,"[601.5169206705993, 217.8710521398934, 74.40154357497799, 105.82236965026978]",40-50s,Caucasian,unmasked,light,Happiness,Male
7292670.jpg,1333,2000,"[963.9999999999997, 394.00324940617554, 472.00000000000045, 629.9918764845601]",20-30s,Mongoloid,unmasked,light,Happiness,Female
image_4298.jpg,1024,1024,"[253.9858323494688, 191.8205430932706, 565.1192443919708, 752.702479338842]",20-30s,Caucasian,unmasked,mid-dark,Happiness,Male
71077027.jpg,1333,2000,"[1146.51262859019, 193.8615397939829, 370.14024613363495, 348.019613752367]",20-30s,Negroid,unmasked,dark,Neutral,Male
59683173.jpg,1333,2000,"[978.0981266394302, 223.890083185695, 358.0135593850832, 476.2267391429975]",20-30s,Caucasian,unmasked,light,Neutral,Male
45977210.jpg,2000,1333,"[375.0000000000001, 158.99999999999986, 359.00349999999963, 483.9999999999997]",40-50s,Mongoloid,unmasked,light,Neutral,Male
6528007.jpg,1333,2000,"[933.3375025106236, 234.99999999999994, 478.66249748936985, 642.5464078895483]",20-30s,Mongoloid,unmasked,light,Happiness,Female
84968257.jpg,1333,2000,"[702.9999999999983, 327.0699592054687, 165.99999999999963, 182.1016137745185]",20-30s,Mongoloid,unmasked,mid-light,Happiness,Male
image_9837.jpg,1024,1024,"[280.699322388581, 145.98510324634705, 589.7142191422336, 852.179227048197]",20-30s,Caucasian,unmasked,mid-dark,Happiness,Male
56474777.jpg,2000,1333,"[609.8118727816, 672.8299094513843, 163.40141405923248, 201.21939224356487]",40-50s,Caucasian,unmasked,light,Neutral,Female
83506253.jpg,2000,1333,"[602.1287610619469, 635.330578512397, 332.3484955752209, 444.62809917355526]",20-30s,Mongoloid,unmasked,light,Happiness,Female
68682714.jpg,1400,2000,"[1301.4288639879192, 354.26255378418966, 71.28855458466558, 68.34678228749439]",20-30s,Caucasian,unmasked,light,Happiness,Female
64089666.jpg,1333,2000,"[760.2615792842461, 161.19261144148078, 244.49638443252465, 374.8588701695265]",Senior,Caucasian,unmasked,light,Surprise,Female
21835043.jpg,1333,2000,"[740.9999999999997, 369.0000000000001, 436.47295312809655, 581.0802649480388]",20-30s,Mongoloid,unmasked,light,Sadness,Female
41275613.jpg,1333,2000,"[501.61588773965747, 197.00000000000017, 176.3841122603428, 234.0000000000001]",20-30s,Mongoloid,unmasked,light,Happiness,Male
63444939.jpg,1333,2000,"[874.9947407963924, 263.0016247030896, 357.746055597295, 516.5775729783643]",20-30s,Negroid,masked,dark,Neutral,Male
45372550.jpg,1333,2000,"[591.6478310723247, 99.67768923869738, 395.1314687923033, 499.0578486090424]",20-30s,Mongoloid,unmasked,mid-light,Fear,Female
image_5487.jpg,1024,1024,"[166.6360264890445, 178.3617627928293, 594.0235328127477, 804.9147116215119]",20-30s,Caucasian,unmasked,light,Happiness,Female
1182937.jpg,1333,2000,"[492.5544713795078, 479.65999828498707, 218.8910572409842, 274.34000171501174]",20-30s,Mongoloid,unmasked,light,Happiness,Female
67619869.jpg,1334,2000,"[807.856070849466, 243.84374452199484, 171.79310542016628, 226.156255477999]",20-30s,Mongoloid,masked,light,Neutral,Female
77307225.jpg,1333,2000,"[818.0005001250317, 211.0, 200.00000000000026, 249.00000000000003]",40-50s,Mongoloid,unmasked,light,Neutral,Female
81630843.jpg,1330,2000,"[397.1645569620253, 287.9999999999995, 421.18987341772197, 618.0927467300826]",20-30s,Caucasian,unmasked,light,Neutral,Female
89094071.jpg,1333,2000,"[766.4380165289255, 210.2117429968002, 329.4297520661151, 454.0000000000001]",20-30s,Mongoloid,unmasked,light,Neutral,Female
50598498.jpg,1333,2000,"[644.0620014061248, 454.00000000000045, 255.93799859387545, 313.5153197319175]",Baby,Caucasian,unmasked,light,Happiness,Female
75498471.jpg,1333,2000,"[595.3735083415825, 247.62965618328806, 327.74701668316357, 457.495951144963]",20-30s,Caucasian,unmasked,light,Sadness,Female
78559273.jpg,1312,2000,"[554.3134964738213, 419.73000000000076, 107.68650352617898, 158.1099999999999]",20-30s,Caucasian,masked,light,Neutral,Female
41044828.jpg,1333,2000,"[675.0007501875461, 294.99999999999955, 273.99674918729727, 356.9999999999996]",Kid,Mongoloid,unmasked,mid-light,Neutral,Female
78682769.jpg,1333,2000,"[1238.0000000000002, 253.00000000000006, 324.49128367670323, 413.0000000000001]",20-30s,Caucasian,unmasked,light,Neutral,Female
73750684.jpg,1363,2000,"[854.9352304776048, 402.88994365289574, 217.14928857089754, 295.10410295696806]",20-30s,Mongoloid,masked,light,Neutral,Female
1467392.jpg,2000,1333,"[452.80621572212095, 175.14634146341464, 769.7477148080434, 969.7804878048773]",40-50s,Mongoloid,unmasked,light,Happiness,Female
5794839.jpg,2000,1495,"[574.9999999999993, 1052.999999999991, 339.2861849452743, 251.37640871525446]",20-30s,Mongoloid,unmasked,mid-light,Neutral,Female
65185618.jpg,1334,2000,"[594.8100906554386, 350.99999999999966, 67.76943118517904, 94.9229599817711]",20-30s,Caucasian,unmasked,mid-light,Happiness,Female
image_7760.jpg,1024,1024,"[225.61128639193973, 177.02663845239212, 566.0979671657424, 766.0663631287991]",40-50s,Caucasian,unmasked,light,Happiness,Male
image_5070.jpg,1024,1024,"[193.8276269185357, 175.32231404958657, 560.6162927981109, 755.5867768595036]",20-30s,Caucasian,unmasked,mid-light,Happiness,Female
69358128.jpg,1333,2000,"[1000.0, 71.99999999999999, 331.0, 429.0]",Teenager,Mongoloid,unmasked,mid-light,Happiness,Female
60581854.jpg,2000,1333,"[325.8309869411656, 188.012045683417, 107.88950909375973, 168.83806245717022]",20-30s,Caucasian,unmasked,light,Neutral,Male
66216943.jpg,1333,2000,"[1249.5989805162164, 213.9926442235628, 266.26038273988956, 379.9829268781748]",20-30s,Mongoloid,unmasked,light,Happiness,Male
82673346.jpg,1333,2000,"[998.4786644601426, 378.99999999999926, 148.52133553985738, 186.25232052059786]",Senior,Caucasian,unmasked,mid-light,Happiness,Female
56835779.jpg,1333,2000,"[388.43111635296844, 9.000000000000044, 513.774659848324, 573.2659298234123]",20-30s,Mongoloid,unmasked,light,Neutral,Female
60833998.jpg,2000,1334,"[737.7369750108973, 130.6923026000001, 410.4734449803851, 616.6153947999998]",20-30s,Negroid,unmasked,dark,Happiness,Male
84849485.jpg,794,2000,"[1648.8222698072805, 145.53099730458226, 299.78586723768734, 350.9865229110512]",20-30s,Negroid,unmasked,mid-dark,Neutral,Male
91366023.jpg,1330,2000,"[916.6944901779981, 546.5180360704163, 193.66020364076266, 184.36837961871024]",40-50s,Caucasian,unmasked,mid-light,Happiness,Female
73910467.jpg,1333,2000,"[753.5512083292449, 286.1293597404711, 299.367472219504, 408.6507801751551]",20-30s,Mongoloid,unmasked,light,Happiness,Female
53667681.jpg,1333,2000,"[1175.0055013753474, 125.00000000000007, 342.9919979995013, 507.99999999999983]",20-30s,Caucasian,unmasked,light,Neutral,Female
68090557.jpg,1333,2000,"[1253.0, 206.99999999999997, 296.99999999999994, 369.0]",20-30s,Caucasian,unmasked,light,Neutral,Male
64977561.jpg,666,2000,"[922.1518987341767, 11.073634204275537, 316.60759493670844, 429.7624703087882]",20-30s,Caucasian,unmasked,light,Happiness,Female
image_9257.jpg,1024,1024,"[278.2433425160696, 156.65748393021101, 588.5601469237844, 808.3801652892549]",20-30s,Caucasian,unmasked,light,Happiness,Male
69288885.jpg,1333,2000,"[908.9999999999999, 185.00000000000003, 212.99999999999997, 240.33779664031192]",Teenager,Mongoloid,unmasked,light,Happiness,Female
92997336.jpg,1333,2000,"[868.9999999999991, 203.99999999999986, 236.99999999999977, 313.0000000000001]",20-30s,Negroid,unmasked,dark,Happiness,Male
59549887.jpg,2000,1293,"[689.8827454003642, 439.44003835114927, 152.1172545996342, 204.45136830533195]",20-30s,Caucasian,unmasked,light,Neutral,Female
32251393.jpg,1333,2000,"[648.9242944555238, 268.81278946042073, 123.07570554447545, 163.1872105395793]",20-30s,Mongoloid,unmasked,light,Happiness,Female
93400886.jpg,1334,2000,"[1094.8192906126694, 301.0302466720199, 206.83181326670098, 260.7635567904236]",20-30s,Caucasian,unmasked,light,Neutral,Female
68357002.jpg,1334,2000,"[1248.6409999999998, 151.49235129999997, 263.35900000000044, 398.50764869999864]",20-30s,Caucasian,unmasked,light,Neutral,Male
5629308.jpg,1418,2000,"[1202.290148597269, 441.2407961114522, 179.11322509505456, 250.19472995849398]",20-30s,Mongoloid,unmasked,light,Happiness,Female
65896096.jpg,1333,2000,"[877.0115028757194, 184.00000000000006, 403.9837459364851, 563.9999999999994]",20-30s,Mongoloid,unmasked,light,Happiness,Female
67976730.jpg,2000,1333,"[521.0752225486822, 691.0000000000001, 379.3648710415103, 510.3975603843922]",20-30s,Caucasian,unmasked,mid-light,Happiness,Female
image_4485.jpg,1024,1024,"[224.63636363636314, 175.62626262626284, 570.5858585858582, 795.484848484849]",20-30s,Caucasian,unmasked,mid-light,Happiness,Male
56986607.jpg,1333,2000,"[939.5369662346579, 484.9433215884335, 233.22234359772742, 257.0566784115611]",20-30s,Negroid,unmasked,dark,Surprise,Male
1091393.jpg,1333,2000,"[1159.760589605815, 307.0000000000006, 406.6487102372945, 502.58067635876074]",20-30s,Mongoloid,unmasked,light,Happiness,Female
5082001.jpg,2000,1333,"[533.9987500000002, 660.0, 347.0007499999999, 378.99999999999983]",20-30s,Mongoloid,unmasked,light,Happiness,Female
9351743.jpg,1333,2000,"[1388.416857315844, 222.0895846256312, 152.58314268415785, 206.9104153743682]",20-30s,Mongoloid,unmasked,light,Happiness,Female
62022095.jpg,1333,2000,"[546.3997929659113, 233.87603182084843, 411.2404968818125, 543.927791985127]",20-30s,Negroid,unmasked,mid-dark,Happiness,Female
55712337.jpg,1333,2000,"[799.9367172261861, 115.99999999999997, 269.06328277381306, 382.0]",40-50s,Caucasian,unmasked,mid-light,Neutral,Male
47306280.jpg,1333,2000,"[494.74238286441107, 6.246893651788216e-14, 319.33210651039906, 325.2612674360726]",20-30s,Mongoloid,unmasked,light,Happiness,Female
85748092.jpg,1333,2000,"[955.0598719459111, 571.2158038908957, 259.8120180210997, 186.3307390079795]",20-30s,Caucasian,unmasked,light,Happiness,Female
